Emp Name,Expense Type,Payment Thru,Amount,Service Fee,Total Amount,Transaction Date,Country,Department
Derek Stephenson,Hotel,Card,772.74,19.56,792.3,2024-02-12,India,SALS
Crystal Long,Air,Card,1937.33,188.35,2125.68,2023-05-17,India,ENGG
Jennifer Ball,Air,Card,466.97,44.72,511.69,2024-05-13,United States,EXEC
Juan Ray,Meals,Cash,1685.52,138.22,1823.74,2024-06-24,United Kingdom,EXEC
Jose Lee,Hotel,Cash,163.84,7.68,171.52,2024-10-14,Germany,ENGG
Ian Ramirez,Car,Card,188.65,12.07,200.72,2024-12-15,Australia,ADMN
David Anderson,Car,Cash,139.82,4.59,144.41,2023-05-28,United States,EXEC
Mr. Jeremy Petersen,Car,Card,1774.46,93.69,1868.15,2023-09-30,Australia,SALS
Kerry Castro,Hotel,Cash,503.45,23.58,527.03,2024-02-12,India,ENGG
Jennifer Tate,Air,Cash,415.37,10.77,426.14,2023-06-23,Canada,EXEC
Alejandro Cardenas,Air,Cash,1032.32,51.03,1083.35,2024-08-11,Germany,EXEC
Caitlyn Martin,Car,Card,314.31,29.82,344.13,2024-10-12,United States,EXEC
Michael Pearson,Air,Cash,1965.75,68.28,2034.03,2023-04-30,India,EXEC
Heather Olson,Air,Cash,53.54,1.57,55.11,2023-10-27,United Kingdom,ENGG
Gerald Grant,Car,Card,1033.69,54.96,1088.65,2023-11-20,India,SALS
Timothy Davis,Car,Cash,1985.24,121.89,2107.13,2023-04-12,India,EXEC
James Scott,Meals,Cash,327.34,16.09,343.43,2023-10-29,United Kingdom,ADMN
Roger Gomez,Meals,Card,1272.23,76.54,1348.77,2024-04-08,Canada,ENGG
Bob Watts,Air,Cash,1191.15,58.37,1249.52,2023-05-04,United Kingdom,ENGG
Matthew Valdez,Air,Cash,1832.02,73.16,1905.18,2024-07-16,Australia,FINC
Chris Whitney,Air,Card,1307.85,50.35,1358.2,2024-06-18,Germany,ADMN
Timothy Le,Hotel,Cash,485.81,47.08,532.89,2023-03-22,Germany,FINC
Anna Smith,Meals,Cash,1199.73,113.26,1312.99,2024-06-18,Australia,EXEC
Christopher Murray,Air,Cash,320.61,8.72,329.33,2024-03-14,Germany,ADMN
Stephanie Ware,Air,Card,1364.83,63.74,1428.57,2023-11-03,India,EXEC
Joyce White,Meals,Card,606.32,27.59,633.91,2024-09-02,Germany,ENGG
Gabriel Arnold,Car,Cash,1298.04,98.81,1396.85,2023-08-19,Australia,EXEC
Mr. Luke Hanson Jr.,Car,Card,1992.38,149.53,2141.91,2023-10-23,United States,SALS
Anthony Fleming,Meals,Card,462.59,20.49,483.08,2024-03-15,United Kingdom,SALS
Jill Morris,Hotel,Card,1329.9,45.12,1375.02,2023-02-13,Canada,ADMN
George Carson,Air,Card,786.9,45.97,832.87,2023-05-01,United States,FINC
Elizabeth Rollins,Hotel,Card,1638.52,146.0,1784.52,2023-10-03,United Kingdom,EXEC
Joshua Howell,Meals,Card,1269.85,119.64,1389.49,2023-07-20,Canada,SALS
April Montgomery,Meals,Card,989.81,32.32,1022.13,2023-02-06,Germany,EXEC
Brian West,Meals,Card,107.85,9.39,117.24,2023-03-06,India,FINC
Stefanie Torres,Air,Cash,1584.34,135.82,1720.16,2023-09-24,United States,FINC
Daniel Bowen,Hotel,Card,1996.64,161.47,2158.11,2023-02-23,Australia,SALS
Jason Brown,Car,Cash,1414.67,96.72,1511.39,2024-09-29,United Kingdom,FINC
Don Washington,Car,Card,791.58,30.31,821.89,2023-10-15,United Kingdom,ENGG
Jesse Rice,Hotel,Cash,862.86,18.27,881.13,2023-01-17,Germany,FINC
Jesus Wade,Car,Card,1735.3,163.69,1898.99,2023-08-25,India,SALS
David Edwards,Hotel,Cash,1224.43,104.54,1328.97,2023-07-23,Australia,ENGG
Molly Williams,Meals,Cash,223.84,19.83,243.67,2023-03-06,Australia,SALS
Savannah Hughes,Air,Cash,1642.1,109.29,1751.39,2023-12-02,Germany,SALS
Luis Ortiz,Meals,Card,1133.06,72.16,1205.22,2023-10-21,Australia,ENGG
Russell Jackson,Car,Cash,1870.19,77.55,1947.74,2023-01-31,Canada,FINC
Alexis Whitehead,Hotel,Card,1482.91,93.27,1576.18,2024-08-31,Germany,ADMN
Brett Vasquez,Hotel,Card,386.09,15.39,401.48,2023-09-28,Australia,ENGG
William Dunn,Meals,Card,1120.93,64.28,1185.21,2024-08-08,United States,ADMN
Pamela Mack,Hotel,Cash,1943.05,146.65,2089.7,2023-08-08,United States,ADMN
Jacob Camacho MD,Hotel,Card,1084.76,90.77,1175.53,2023-02-14,Australia,ADMN
Vickie Tran,Hotel,Card,1242.22,54.05,1296.27,2023-04-27,Canada,EXEC
Suzanne Villegas,Car,Card,1859.55,44.13,1903.68,2024-08-07,Germany,EXEC
Tanya Cross,Meals,Cash,1680.1,77.46,1757.56,2023-04-03,United Kingdom,EXEC
Jesse Friedman,Car,Card,1292.97,85.85,1378.82,2023-11-01,Germany,SALS
Elizabeth Thomas,Meals,Cash,632.17,32.04,664.21,2024-10-06,India,SALS
Sheri Rivera,Meals,Card,1917.85,43.53,1961.38,2024-08-22,Canada,ADMN
Kelly Campbell,Air,Cash,1232.67,27.56,1260.23,2023-03-13,United States,SALS
William Carrillo,Meals,Card,650.53,21.3,671.83,2024-07-05,United States,SALS
Garrett Delgado,Hotel,Card,1532.51,51.57,1584.08,2024-08-03,United Kingdom,FINC
Brandon Smith,Car,Card,622.61,57.71,680.32,2024-05-24,India,EXEC
Cheryl Logan,Car,Cash,423.64,42.09,465.73,2024-01-13,Australia,EXEC
William Hunt,Hotel,Card,896.75,87.86,984.61,2023-11-30,United States,EXEC
Marisa Morton,Hotel,Card,1285.75,68.66,1354.41,2023-12-28,United States,FINC
Michael Shields,Hotel,Card,521.47,17.16,538.63,2024-05-26,United Kingdom,ENGG
Karen Myers,Car,Cash,462.02,43.05,505.07,2023-03-08,United States,ADMN
Lori Parsons,Car,Card,1582.34,32.07,1614.41,2024-03-26,Canada,ENGG
Terri Allen,Hotel,Card,329.84,24.44,354.28,2023-11-25,United Kingdom,SALS
Terry Shea,Air,Card,1208.75,71.46,1280.21,2023-04-27,United States,ADMN
Rebecca Cardenas,Hotel,Cash,207.3,5.62,212.92,2024-09-18,Canada,SALS
Daniel Mooney,Meals,Cash,1601.49,68.8,1670.29,2023-05-24,United Kingdom,SALS
Beth White,Car,Card,1729.35,127.74,1857.09,2023-01-27,India,FINC
Brian Santos,Car,Card,1687.64,78.25,1765.89,2023-10-08,United Kingdom,EXEC
Scott Johnson,Car,Cash,73.49,1.93,75.42,2023-09-14,United Kingdom,ENGG
Jessica Hernandez,Meals,Card,191.64,9.52,201.16,2023-06-04,United States,EXEC
Tyler Johnson,Air,Cash,1101.51,107.67,1209.18,2024-12-01,United Kingdom,ENGG
Danielle Taylor,Meals,Card,1082.71,24.04,1106.75,2023-08-31,Germany,ENGG
Lisa Griffin,Car,Card,857.57,82.66,940.23,2023-02-17,Germany,ADMN
Penny Cervantes,Meals,Cash,513.78,15.74,529.52,2023-02-23,United States,EXEC
Jonathan Velez,Meals,Cash,1072.86,35.51,1108.37,2024-03-03,India,ADMN
Cynthia Fowler,Car,Card,1898.77,145.77,2044.54,2024-02-01,Germany,ADMN
Sharon Smith,Air,Card,1207.11,51.34,1258.45,2024-07-18,United Kingdom,ADMN
Dean Peters,Air,Card,1229.31,99.25,1328.56,2023-05-22,Australia,FINC
Rebecca West,Hotel,Card,1824.14,130.4,1954.54,2024-10-13,Germany,ENGG
Kathleen Joseph,Meals,Card,1456.91,56.56,1513.47,2023-04-30,Canada,EXEC
Kevin Keith,Air,Cash,1072.68,103.93,1176.61,2023-08-26,United States,SALS
Joshua Jones,Meals,Cash,939.17,59.31,998.48,2023-10-22,Australia,ADMN
Lauren White,Hotel,Cash,89.94,3.39,93.33,2024-08-08,United States,ENGG
Judy Hernandez,Car,Card,362.31,26.55,388.86,2023-12-18,India,ENGG
Julie Ingram,Air,Cash,1037.42,80.07,1117.49,2024-01-12,Australia,ADMN
David Walker,Hotel,Card,1448.2,80.54,1528.74,2024-01-13,India,ENGG
Amber Davidson,Air,Card,1451.96,72.81,1524.77,2023-08-18,Canada,EXEC
Pam Daniels,Hotel,Card,1463.55,124.21,1587.76,2024-10-01,United States,SALS
Joshua Cummings,Air,Card,728.61,47.74,776.35,2024-08-30,United Kingdom,EXEC
Douglas Mckinney,Hotel,Cash,428.18,26.05,454.23,2023-08-19,Canada,ENGG
Laura Thompson,Air,Card,1106.74,28.23,1134.97,2023-08-08,Australia,SALS
Benjamin Hall,Hotel,Cash,336.22,31.91,368.13,2024-12-16,India,SALS
Angel Hughes,Car,Cash,1193.18,73.51,1266.69,2023-09-05,United Kingdom,ADMN
Tami Roman,Air,Card,1536.9,120.37,1657.27,2024-04-26,Germany,ENGG
Brian Stewart,Air,Cash,1017.92,48.7,1066.62,2024-09-07,United States,ENGG
Joseph Cortez,Meals,Cash,1043.54,37.27,1080.81,2023-11-29,India,ENGG
Jason Mayo,Meals,Card,1395.2,66.93,1462.13,2023-01-03,United States,EXEC
Jennifer Gonzalez,Air,Cash,1949.92,165.94,2115.86,2024-09-08,Germany,SALS
Charles Vargas,Meals,Cash,723.76,36.24,760.0,2024-10-27,India,ENGG
Steven Smith,Air,Cash,378.17,29.98,408.15,2024-10-30,Canada,SALS
William Bowen,Hotel,Cash,907.68,55.72,963.4,2023-12-02,United Kingdom,FINC
Anthony Ellis III,Car,Card,528.18,28.83,557.01,2023-10-10,Australia,ENGG
Jessica Wright,Car,Cash,1803.64,71.18,1874.82,2023-11-12,United Kingdom,ADMN
Morgan Russell,Meals,Cash,1860.97,54.78,1915.75,2024-02-16,Germany,FINC
Kenneth White,Meals,Cash,1292.13,32.2,1324.33,2024-03-30,United States,FINC
Antonio Fernandez,Hotel,Cash,1846.38,150.66,1997.04,2024-07-05,United States,ADMN
Clifford Collins,Hotel,Card,674.93,22.12,697.05,2024-04-06,United States,ADMN
James Smith,Air,Card,368.58,28.53,397.11,2023-02-02,Canada,EXEC
Alyssa Smith,Air,Card,745.58,68.75,814.33,2024-11-11,Germany,EXEC
William Taylor,Meals,Cash,1166.13,73.28,1239.41,2024-01-19,Germany,FINC
Nicole Alexander,Meals,Card,980.06,66.47,1046.53,2024-10-10,India,ADMN
Jeffrey Dyer,Air,Cash,1384.76,101.97,1486.73,2023-12-09,Canada,ENGG
Jenna Stevens,Car,Cash,1371.25,101.15,1472.4,2023-12-01,India,EXEC
Terry Smith,Car,Card,1850.09,115.52,1965.61,2024-06-28,United States,ENGG
April Williams,Hotel,Cash,472.1,20.81,492.91,2023-05-17,Canada,ENGG
John Duarte,Air,Card,1814.78,167.14,1981.92,2024-08-02,Canada,ENGG
Christopher Ray,Car,Card,224.02,9.15,233.17,2024-02-26,Germany,EXEC
Bonnie Harrison,Car,Cash,1695.83,122.4,1818.23,2023-02-19,United States,ENGG
Sean Little,Air,Cash,192.43,13.8,206.23,2023-06-11,United Kingdom,EXEC
James White,Meals,Cash,337.64,15.53,353.17,2024-11-11,India,ENGG
Laura Ferguson,Car,Cash,1156.69,32.65,1189.34,2024-02-16,Germany,SALS
Courtney Gomez,Air,Card,275.09,11.79,286.88,2023-12-18,Australia,FINC
Aaron Cunningham,Meals,Cash,451.32,11.41,462.73,2023-01-13,United States,SALS
Caitlin Rodriguez,Car,Cash,449.18,29.72,478.9,2024-04-14,United Kingdom,ADMN
Hunter Ray,Meals,Cash,263.54,9.6,273.14,2023-10-10,United Kingdom,FINC
Jessica Meyer,Hotel,Cash,1568.55,57.49,1626.04,2024-12-03,United Kingdom,ADMN
Frank Elliott,Air,Cash,777.23,17.89,795.12,2023-04-13,Canada,FINC
Desiree Khan,Meals,Cash,1378.04,109.34,1487.38,2024-01-30,Australia,SALS
Donald Johnson,Car,Card,235.89,17.91,253.8,2023-02-21,Australia,ADMN
William Harrison,Hotel,Cash,1154.44,62.49,1216.93,2023-06-27,United Kingdom,SALS
John Norman,Hotel,Card,1724.65,123.77,1848.42,2023-10-28,United States,EXEC
Nicholas Stevens,Car,Card,166.04,13.25,179.29,2024-04-27,Australia,FINC
Amber Mccoy,Air,Cash,666.32,27.03,693.35,2023-10-20,Germany,SALS
Lisa Davis,Air,Card,1106.77,66.84,1173.61,2024-09-14,United Kingdom,FINC
Dustin Young,Hotel,Card,1639.03,53.96,1692.99,2024-03-29,United Kingdom,EXEC
Lindsey Fisher,Car,Cash,985.38,74.87,1060.25,2024-04-06,Canada,EXEC
Austin Davis,Car,Cash,102.96,8.43,111.39,2024-02-22,Australia,FINC
Brianna Mcdonald,Hotel,Cash,1214.65,72.88,1287.53,2023-10-19,United Kingdom,ADMN
Kenneth Foley,Air,Cash,1478.57,98.8,1577.37,2023-01-09,Germany,FINC
Michael Colon,Meals,Cash,452.31,44.05,496.36,2024-11-16,United States,SALS
Darrell Cox,Meals,Cash,646.99,32.55,679.54,2024-08-12,Australia,ENGG
George Wilson,Car,Cash,705.86,64.17,770.03,2023-06-10,United States,ADMN
Rebecca Sanchez,Hotel,Card,828.68,29.82,858.5,2023-01-16,United States,FINC
Monica Reid,Car,Card,221.86,20.78,242.64,2024-11-30,India,SALS
Mary Reid MD,Air,Cash,645.43,57.1,702.53,2024-07-14,United States,EXEC
Louis Kelly,Meals,Card,288.23,12.84,301.07,2023-03-27,United States,SALS
Rose Davidson,Car,Cash,1302.4,56.84,1359.24,2023-06-23,Germany,FINC
Robert Mills,Car,Card,1201.47,113.94,1315.41,2024-03-30,United Kingdom,EXEC
Brian Williams,Hotel,Card,1463.47,79.47,1542.94,2024-04-16,Germany,ADMN
Stephanie Rodriguez,Hotel,Cash,1985.48,106.93,2092.41,2023-07-23,Germany,SALS
Joseph Mueller,Meals,Cash,1472.29,41.78,1514.07,2023-08-10,United Kingdom,ADMN
Patricia Davis,Air,Cash,765.05,37.22,802.27,2023-03-28,United States,SALS
Ronald Liu,Air,Card,1961.89,164.8,2126.69,2024-07-06,United States,ENGG
Becky Leonard,Air,Card,163.62,3.86,167.48,2023-08-22,United Kingdom,FINC
Dana Rivera,Air,Cash,1022.72,36.99,1059.71,2024-01-29,Australia,SALS
Mark Silva,Hotel,Card,354.96,32.15,387.11,2023-08-12,United States,FINC
Jeffrey Burns,Hotel,Cash,75.17,5.77,80.94,2023-08-15,United Kingdom,SALS
Edwin Lowe,Car,Cash,838.35,24.11,862.46,2024-02-29,United Kingdom,ENGG
Kyle Cochran,Meals,Cash,1243.45,69.45,1312.9,2024-09-18,Australia,ADMN
David Peterson,Car,Cash,1140.08,95.99,1236.07,2023-06-17,Canada,EXEC
Monica Brennan,Car,Card,244.36,10.19,254.55,2023-09-21,United States,SALS
Eduardo White,Hotel,Cash,1994.73,187.84,2182.57,2023-11-20,United Kingdom,ENGG
Colleen Bass,Hotel,Card,596.91,14.56,611.47,2024-02-11,Australia,SALS
Marcia Goodman,Air,Cash,313.17,22.74,335.91,2023-03-05,United Kingdom,SALS
Jeffrey Wells,Hotel,Card,1180.63,25.5,1206.13,2023-09-21,United Kingdom,SALS
Philip Garza,Air,Card,1481.0,123.78,1604.78,2023-08-27,United States,FINC
Kimberly Burnett DDS,Hotel,Card,793.9,36.66,830.56,2023-04-30,India,FINC
Angela Calderon,Hotel,Card,436.21,38.41,474.62,2024-08-15,United Kingdom,EXEC
David King,Hotel,Cash,1948.78,144.8,2093.58,2023-01-28,India,ENGG
Joseph Miller,Meals,Card,1267.81,63.59,1331.4,2024-07-25,India,FINC
Laura Donovan,Meals,Cash,578.46,45.41,623.87,2023-12-07,Australia,ADMN
Dennis Avery,Hotel,Cash,666.42,53.1,719.52,2024-02-13,United Kingdom,FINC
Dr. Raymond Reed MD,Hotel,Cash,1288.1,33.06,1321.16,2024-11-23,India,SALS
Kim Ross,Hotel,Card,956.06,31.12,987.18,2024-06-27,United Kingdom,ADMN
Rebecca Cervantes,Car,Cash,515.13,51.26,566.39,2023-06-07,United Kingdom,SALS
Billy Roy,Air,Card,535.04,33.2,568.24,2024-09-10,Canada,ENGG
Steven Lucas,Air,Card,547.83,21.9,569.73,2023-06-17,Germany,SALS
Maria Allen,Air,Card,1668.14,61.91,1730.05,2023-05-23,United Kingdom,EXEC
William Thompson,Car,Cash,1516.63,99.07,1615.7,2024-12-01,India,FINC
Jennifer Carter,Car,Cash,283.35,20.45,303.8,2024-08-04,United Kingdom,FINC
Cory Edwards,Car,Cash,249.69,20.64,270.33,2024-06-04,India,ADMN
Dr. Edward Jackson Jr.,Hotel,Card,1748.08,144.13,1892.21,2023-10-15,Canada,SALS
Elizabeth Miller,Air,Cash,351.61,27.34,378.95,2023-04-01,Germany,FINC
Sydney Lee,Car,Cash,1859.08,100.71,1959.79,2024-08-18,Canada,FINC
Megan Mathis,Car,Card,376.6,21.2,397.8,2023-01-07,India,EXEC
Taylor Martinez,Meals,Card,779.14,17.25,796.39,2023-03-07,Australia,SALS
Brooke Larsen,Hotel,Cash,1998.75,171.21,2169.96,2023-06-23,Germany,SALS
Daniel Wiley,Hotel,Cash,721.34,20.33,741.67,2024-02-13,India,ADMN
Robert Mosley,Hotel,Cash,1990.61,121.07,2111.68,2023-03-02,India,EXEC
Connie Sweeney,Air,Cash,1836.28,168.98,2005.26,2023-03-27,United Kingdom,EXEC
Michelle Arroyo,Car,Cash,1447.17,63.34,1510.51,2024-04-10,Germany,ENGG
Brian Ross,Meals,Card,316.58,15.98,332.56,2024-04-05,India,ENGG
Justin Miles,Hotel,Cash,857.74,62.19,919.93,2023-08-15,United States,SALS
Gregory Ford,Car,Cash,1885.99,172.72,2058.71,2024-02-28,United States,SALS
Adam Thornton,Air,Cash,1641.63,74.7,1716.33,2024-08-27,United States,ENGG
Walter Miller,Meals,Cash,583.47,16.97,600.44,2024-09-20,India,ENGG
David Short,Hotel,Cash,392.36,10.86,403.22,2024-06-09,United Kingdom,ADMN
Linda Perez,Meals,Card,1924.38,100.81,2025.19,2023-04-19,Germany,ENGG
Anthony Allison,Car,Cash,445.62,35.49,481.11,2023-08-04,Australia,ADMN
Tammie Johnson,Car,Card,900.14,61.99,962.13,2023-09-05,Germany,ENGG
Samantha Wilkinson,Air,Card,1432.08,68.19,1500.27,2024-10-10,India,SALS
Jeremiah Chen,Car,Card,453.41,31.56,484.97,2023-07-16,United States,FINC
Nicole Murray PhD,Car,Card,638.79,20.44,659.23,2024-05-31,India,ENGG
Brandi Smith,Hotel,Card,651.95,58.55,710.5,2024-05-31,United States,EXEC
Christopher Banks MD,Air,Cash,1094.96,26.42,1121.38,2023-08-02,Australia,FINC
Bruce Rodriguez,Meals,Cash,1294.23,111.69,1405.92,2024-03-08,Australia,SALS
Emily Chambers,Car,Card,911.98,84.18,996.16,2024-11-20,Canada,ENGG
Monica Sullivan,Car,Cash,1611.56,121.61,1733.17,2023-08-16,India,ADMN
Amy Young,Air,Cash,1844.71,131.29,1976.0,2023-01-28,Canada,FINC
Donald Lewis,Air,Card,1948.09,170.13,2118.22,2024-03-03,United States,ENGG
Mary Jones DDS,Hotel,Cash,1869.3,140.39,2009.69,2023-08-10,Germany,FINC
Sheila Mccarthy,Hotel,Card,1101.32,60.67,1161.99,2024-12-05,United States,SALS
Melissa Mann,Car,Card,592.83,19.45,612.28,2023-11-15,Australia,SALS
Cheryl Thompson,Car,Cash,1405.17,39.39,1444.56,2023-07-14,United Kingdom,EXEC
Anthony Beasley,Hotel,Card,407.18,35.76,442.94,2024-04-19,Germany,ADMN
Daniel Jones,Meals,Card,345.74,29.41,375.15,2023-12-20,Australia,ENGG
Brandon Schwartz,Car,Cash,542.19,32.28,574.47,2023-06-09,Canada,EXEC
Amanda Anthony,Hotel,Cash,1972.73,95.26,2067.99,2023-05-28,Australia,ENGG
Ryan Curry,Meals,Cash,954.18,33.94,988.12,2023-12-18,United Kingdom,EXEC
Michele Joseph,Car,Cash,1847.81,113.91,1961.72,2024-07-02,Australia,EXEC
Charles Harris,Air,Card,1040.36,22.37,1062.73,2024-04-16,United States,ADMN
Sarah Martin,Meals,Card,859.52,27.16,886.68,2023-11-08,United States,ADMN
Harry Guerra,Hotel,Card,1915.2,185.6,2100.8,2023-02-25,India,FINC
Christopher Jenkins,Hotel,Cash,653.28,19.42,672.7,2024-03-30,India,ENGG
Gerald Rogers,Car,Cash,1408.73,113.74,1522.47,2024-10-27,United States,FINC
Matthew Harrington,Car,Card,1100.29,53.07,1153.36,2024-02-04,Australia,EXEC
Stephanie Allen PhD,Meals,Card,79.01,2.2,81.21,2023-06-25,Australia,SALS
Jonathan Ross,Hotel,Cash,183.91,14.77,198.68,2024-08-05,India,ADMN
Christopher Webb,Air,Cash,901.96,24.66,926.62,2023-11-15,Australia,ADMN
Jessica Thomas,Meals,Card,615.19,38.68,653.87,2023-02-24,United States,ADMN
James Clark,Hotel,Card,1793.3,45.34,1838.64,2024-01-02,Australia,ADMN
Michael Fox,Car,Card,1579.63,76.37,1656.0,2023-08-23,India,FINC
Cindy Bender,Air,Card,210.72,11.67,222.39,2023-09-09,Germany,ENGG
Jessica Pacheco,Car,Cash,619.79,52.73,672.52,2023-11-13,Canada,EXEC
Rebekah Carroll,Car,Cash,1743.06,40.83,1783.89,2023-06-10,Germany,ENGG
Tanner Duncan,Hotel,Card,224.13,19.65,243.78,2024-08-29,United States,EXEC
Joseph Lee,Meals,Cash,1304.65,106.04,1410.69,2024-09-02,Australia,EXEC
Wendy Contreras,Meals,Cash,1639.51,160.35,1799.86,2024-07-01,United Kingdom,ENGG
Jessica Robertson,Air,Card,844.23,75.38,919.61,2024-11-01,Germany,SALS
Lauren Diaz,Meals,Cash,1531.38,82.67,1614.05,2024-07-02,Canada,ADMN
Craig Phillips,Car,Card,1443.09,57.51,1500.6,2023-02-18,India,EXEC
Patty Taylor,Air,Card,804.5,20.71,825.21,2023-12-04,United States,ADMN
Benjamin Sandoval,Meals,Cash,130.58,6.33,136.91,2023-12-08,United Kingdom,SALS
Kevin Bailey,Hotel,Card,1704.16,126.83,1830.99,2024-10-05,United States,ADMN
Catherine Rivers DVM,Meals,Cash,1220.69,97.63,1318.32,2024-02-18,Australia,EXEC
Barbara Jones,Car,Card,275.09,11.58,286.67,2023-12-22,India,ADMN
Steven Whitehead,Car,Card,463.6,31.03,494.63,2024-11-22,Australia,SALS
Ashlee Jones,Hotel,Cash,1447.88,66.01,1513.89,2023-06-05,United States,SALS
Jonathan Mack,Hotel,Card,1188.89,40.25,1229.14,2024-01-18,Canada,EXEC
Rebecca Lewis,Hotel,Card,54.52,5.37,59.89,2024-10-04,United States,SALS
Franklin Fields,Meals,Cash,1839.75,100.95,1940.7,2024-05-22,Australia,FINC
Mr. Eric Sherman,Car,Card,307.11,26.58,333.69,2024-11-27,Germany,FINC
Melissa Arroyo,Car,Cash,1353.88,83.38,1437.26,2023-07-14,Germany,EXEC
Christopher Allen,Meals,Card,1122.77,60.92,1183.69,2023-08-02,Germany,ENGG
Ellen Diaz,Hotel,Cash,492.69,18.22,510.91,2023-11-20,United Kingdom,ENGG
Tracey Torres,Meals,Card,1747.52,140.88,1888.4,2023-04-11,United Kingdom,SALS
Gregory Kelly,Hotel,Cash,312.55,26.19,338.74,2024-08-12,United Kingdom,ADMN
Cynthia Thompson,Hotel,Card,1992.03,55.93,2047.96,2023-06-12,United States,FINC
Kenneth Phillips,Meals,Card,537.61,49.91,587.52,2023-04-04,India,FINC
Lori Benson,Hotel,Card,654.43,64.58,719.01,2023-11-02,Australia,ADMN
Amanda Wright,Car,Card,491.87,48.46,540.33,2024-07-19,India,SALS
Matthew Suarez,Hotel,Card,947.05,77.3,1024.35,2023-11-17,India,FINC
Travis Smith,Hotel,Cash,355.92,15.76,371.68,2024-10-15,United Kingdom,ENGG
Scott Hernandez,Air,Cash,1071.16,93.65,1164.81,2024-12-19,India,FINC
Sharon Reid,Meals,Card,1996.3,77.91,2074.21,2024-09-01,United States,EXEC
Mark Dominguez,Hotel,Card,1945.25,53.26,1998.51,2023-07-08,Canada,FINC
John Ortiz,Air,Card,1001.71,39.84,1041.55,2023-05-06,Australia,FINC
Megan Stephens,Air,Card,1629.43,53.51,1682.94,2023-07-23,Australia,ADMN
John Proctor,Car,Card,914.06,68.38,982.44,2024-09-26,Canada,EXEC
Gregory Smith,Meals,Card,571.42,51.05,622.47,2023-12-22,India,EXEC
Sara Cummings,Air,Cash,1187.72,104.2,1291.92,2023-09-15,Australia,FINC
Kylie Howard,Hotel,Card,345.91,16.99,362.9,2024-01-14,United States,ADMN
Crystal Orr,Car,Card,477.69,15.14,492.83,2024-04-28,Canada,ENGG
Lisa Bell,Car,Cash,1666.5,70.58,1737.08,2023-08-09,Canada,ADMN
Danielle Vasquez,Air,Card,1183.94,32.51,1216.45,2023-09-05,United States,EXEC
Johnathan White,Hotel,Card,1048.33,103.37,1151.7,2024-06-03,United Kingdom,EXEC
Shari Roth,Meals,Card,1450.96,33.77,1484.73,2023-06-14,Canada,EXEC
Tiffany Baker,Air,Card,652.07,56.34,708.41,2024-11-17,United Kingdom,SALS
Joan Short,Meals,Cash,476.79,15.43,492.22,2023-12-18,Australia,ADMN
Craig Gonzalez,Meals,Cash,335.99,20.11,356.1,2023-02-02,Australia,ADMN
Brian Lyons,Hotel,Card,538.63,30.97,569.6,2024-08-26,Germany,ENGG
Blake Kaufman,Meals,Cash,766.99,54.93,821.92,2023-05-21,Germany,ENGG
Kaitlin Armstrong,Air,Cash,1441.75,122.55,1564.3,2023-11-15,Australia,EXEC
Joshua Smith,Car,Cash,1344.5,39.15,1383.65,2023-08-27,Canada,SALS
Timothy Ashley,Hotel,Card,826.36,36.04,862.4,2023-11-04,United States,FINC
Danielle Reed,Car,Cash,376.1,33.35,409.45,2024-09-29,United Kingdom,EXEC
Matthew Tapia,Hotel,Cash,446.38,44.3,490.68,2023-03-08,United Kingdom,ADMN
Anthony Stanton,Meals,Cash,1261.97,28.06,1290.03,2023-12-14,Australia,ADMN
Susan Obrien,Air,Cash,696.14,45.52,741.66,2023-11-04,United States,ADMN
Evan Bell,Meals,Card,1689.05,103.15,1792.2,2023-01-12,India,FINC
Carla Frazier,Air,Card,332.18,27.82,360.0,2024-03-03,United States,ADMN
Stephen Griffin,Air,Card,1334.22,34.6,1368.82,2023-08-30,Australia,SALS
Wanda Miller,Meals,Card,468.74,17.9,486.64,2024-06-30,United Kingdom,EXEC
Ryan Castillo,Air,Card,607.99,20.52,628.51,2024-10-07,United States,EXEC
Kevin Hall,Meals,Card,401.99,13.23,415.22,2024-08-13,India,FINC
Lauren Davis,Air,Card,1159.8,48.45,1208.25,2024-09-21,United States,EXEC
Jeffrey Burns,Meals,Card,143.17,11.64,154.81,2023-08-06,India,ADMN
Daniel Russell,Meals,Cash,1426.17,85.3,1511.47,2023-07-14,United States,EXEC
Bryan Rogers,Hotel,Card,980.31,74.1,1054.41,2024-02-20,Germany,EXEC
Anita Smith,Hotel,Cash,749.68,51.02,800.7,2024-03-28,Australia,FINC
Casey Thomas,Meals,Card,271.74,23.28,295.02,2024-11-08,United Kingdom,ADMN
Sandra Bruce,Air,Cash,1530.18,124.02,1654.2,2023-07-02,India,ADMN
Kayla Lewis,Meals,Cash,1810.96,127.87,1938.83,2023-08-09,Canada,FINC
Tony Medina,Air,Cash,1544.58,73.4,1617.98,2023-04-16,Germany,ENGG
Leslie Kirk,Car,Card,812.44,74.91,887.35,2024-07-11,United Kingdom,FINC
Kristen Holland,Air,Card,1630.1,68.2,1698.3,2023-10-23,Australia,FINC
Jimmy Pennington,Air,Card,706.41,53.45,759.86,2023-02-22,United States,FINC
Amanda Chandler,Car,Cash,592.39,35.26,627.65,2024-07-10,United States,SALS
Russell Schaefer,Hotel,Cash,719.37,42.03,761.4,2024-12-16,United States,EXEC
